AthleteID,Name,Gender,DateOfBirth,CountryID,SportID
5252,Frederick Perez,M,1989-02-12,2,44
5253,Samantha Stephens,M,2002-03-14,89,15
5254,Jennifer Lamb,M,1984-08-14,57,9
5255,David Stone,F,2002-03-22,99,9
5256,Dana Edwards,M,2008-04-20,39,5
5257,Clinton Alexander,M,1995-02-04,175,16
5258,Stephanie Jones,M,2000-05-11,11,26
5259,Patricia Nichols,F,2008-12-08,198,32
5260,David Perry,M,1992-12-10,176,35
5261,Thomas Small,M,1998-08-02,155,36
5262,Eugene Rogers,M,2005-10-19,28,20
5263,Chad Mack,M,2000-02-08,150,45
5264,Sarah Rodriguez,M,1994-10-08,177,27
5265,Hannah Brooks,F,1991-03-23,170,11
5266,Kelly Allen,M,2006-05-24,92,3
5267,Julie Smith,F,2006-03-01,181,42
5268,Laura Cole,M,1989-09-26,150,38
5269,Gloria Gonzalez,M,1989-01-17,77,33
5270,David Barnett,F,2003-02-19,83,45
5271,Lydia Collins,F,1989-08-13,34,20
5272,Derek Cooke,M,2006-09-11,105,10
5273,Shawn Davenport,F,2004-03-29,15,16
5274,Michael Hansen,M,2002-10-31,139,17
5275,Emma Woods,F,1986-12-06,190,32
5276,Donna Wilson,M,1986-02-25,134,42
5277,Stacy Harmon,M,2003-12-29,80,7
5278,Jessica Salas,F,2003-06-25,14,18
5279,Joseph Chandler,M,2008-05-13,151,35
5280,Lawrence Russell,F,1988-05-30,165,25
5281,Michelle Montgomery,M,1997-09-22,136,25
5282,Brenda Good,F,1995-04-12,61,44
5283,Patricia Gill,F,2001-08-23,127,22
5284,Michelle Mccullough,F,2005-06-20,129,2
5285,Lori Maxwell,F,2001-04-02,20,45
5286,Gina Poole,F,2006-02-21,26,6
5287,James Hall,M,1986-02-12,39,15
5288,Brad Garcia,F,1996-03-29,162,18
5289,Alexis Wood,M,1999-09-09,184,14
5290,Jennifer Mendoza,F,1990-06-07,167,25
5291,Adrian Snyder,F,1997-09-19,82,15
5292,Felicia Cruz,M,1991-03-27,179,28
5293,Michael Adams,F,1991-08-25,159,15
5294,James Dudley,F,1991-09-10,114,13
5295,Christina Morrow MD,M,1984-09-29,160,4
5296,Kyle Bradley,F,1995-05-22,2,14
5297,Mark Adams,M,1996-09-08,127,11
5298,Jordan Allen,F,2005-03-16,19,20
5299,Kayla Berry,M,1989-11-04,177,38
5300,Michael Lee,F,1983-07-11,176,28
5301,Dean Hansen,F,2003-06-20,38,8
5302,Wendy Richmond,F,2001-10-18,131,41
5303,John Russo,M,1993-04-01,103,50
5304,Tonya Gomez,M,2006-07-22,49,29
5305,Jordan Perez,F,1996-11-25,135,29
5306,William Harris,F,1984-01-12,160,22
5307,Anne Hughes,M,1990-01-10,34,5
5308,Eric Edwards,M,2007-08-30,58,26
5309,Matthew Li,F,2005-10-14,105,42
5310,Tommy Bird,M,1999-01-06,199,27
5311,Connie Bruce,F,1991-08-21,16,3
5312,Lawrence Hampton,F,1991-01-08,113,12
5313,Michelle Wong,M,2001-03-22,171,39
5314,Kimberly Clark,M,1993-10-04,10,40
5315,Bethany Hernandez,F,1983-09-07,133,5
5316,Elizabeth Fischer,M,1998-03-07,127,48
5317,Faith Lee,F,1993-01-24,185,11
5318,Ms. Michelle Dixon,F,2003-07-11,115,16
5319,Jacob Bowen,M,2006-11-09,14,7
5320,Alicia Austin,F,1994-05-02,200,45
5321,John Dalton,F,2004-10-02,197,7
5322,Barbara Rivas,F,1999-07-09,198,10
5323,Trevor Rivera,F,1994-05-02,65,13
5324,Tammy Cervantes,M,2005-01-29,56,18
5325,Stephanie Gonzalez,F,1991-11-13,77,25
5326,Kelly Garcia,M,2000-03-08,20,19
5327,Aaron Fry,M,2008-08-02,191,47
5328,Ashley Coleman,M,1990-06-30,14,47
5329,Bryan Tran,M,2002-10-31,133,25
5330,Charles Howard,F,2005-03-15,114,10
5331,Alex May,M,2006-05-01,7,42
5332,Kathryn Daniel,F,2006-01-26,174,35
5333,James Moses,M,1987-09-01,119,28
5334,Juan Bowman,M,2008-12-22,7,42
5335,Robert Marshall MD,F,1987-04-18,180,42
5336,Sandra Mullins,F,1992-01-22,24,42
5337,Phillip James,F,2008-06-11,40,36
5338,Jack Rivera,M,2006-07-20,24,11
5339,Laura Gamble,F,2000-02-08,43,36
5340,Morgan Jackson,F,1996-11-04,48,21
5341,Jeffrey Price,F,1997-09-16,139,38
5342,Gregory Gates,M,1997-11-05,100,40
5343,Charlene Chavez,M,2005-09-13,125,32
5344,Leslie Flores,F,2004-04-27,70,50
5345,Nancy Butler,F,1988-07-23,4,15
5346,Johnny Henderson,M,1989-08-08,19,48
5347,Angel Nelson,F,1984-06-23,60,10
5348,Julie King,M,1996-03-18,12,17
5349,Christopher Pollard,F,2002-04-25,84,23
5350,John Mills,F,1993-04-22,118,2
5351,Tracy Johnson,M,1986-10-26,151,49
5352,Kathleen Riley,F,1986-07-01,78,30
5353,Jessica Campbell,M,1991-04-12,78,22
5354,James Murphy,F,1987-02-23,116,40
5355,William Rangel,M,1992-05-28,147,1
5356,Amanda Lyons,M,2008-11-15,56,8
5357,Gwendolyn Smith,F,1995-06-26,166,47
5358,Jeffery Stout,M,1992-03-22,81,36
5359,Joshua Schultz,M,1993-09-24,60,28
5360,Michael Gonzalez MD,F,1999-12-15,63,15
5361,Richard Gordon,F,1990-07-29,129,12
5362,Brianna Smith,F,2006-09-05,63,31
5363,Kristin Lewis,F,1991-01-14,196,38
5364,Richard Baker,M,1997-03-15,166,39
5365,Jeffrey Cross,F,2006-03-09,133,21
5366,Julie Collins,F,1997-02-05,102,38
5367,Sheila May,F,1987-04-28,95,24
5368,Matthew Maldonado,F,1994-07-28,196,21
5369,William Miller,F,2004-03-12,62,37
5370,Jacob Brown,M,1993-09-07,97,15
5371,Daniel Gutierrez,M,1996-08-11,67,1
5372,Douglas Harper,M,2006-02-02,23,5
5373,Melissa Washington,M,2009-01-17,188,29
5374,Lisa Fields,M,2000-05-24,48,12
5375,Dustin Kim,M,1994-05-26,35,47
5376,Jennifer Mcgrath,F,2007-06-25,115,30
5377,Chad Hayes,F,2002-01-06,26,24
5378,Michael Andrews,M,2001-09-23,92,36
5379,Cassandra Jones,M,2007-09-01,121,33
5380,Pamela Mcintosh,F,1995-03-04,150,29
5381,Amy Todd,M,1991-07-22,118,40
5382,Kristen Weber,M,1996-12-02,85,11
5383,Jennifer Wiggins,M,1987-10-31,90,43
5384,Michael Garza,F,2008-06-05,111,47
5385,Brandy Ochoa,M,1984-07-19,6,20
5386,Kevin Harris,F,1992-04-22,80,8
5387,Tara Torres,M,1997-07-02,72,29
5388,Elizabeth Kennedy,F,2000-05-02,81,15
5389,Patrick Martin,M,2003-08-18,95,25
5390,Brian Osborn,M,2009-03-07,184,4
5391,Alan Lamb,F,2006-07-21,185,46
5392,Adam Bond,M,1991-09-28,30,50
5393,Zachary Horne,F,1990-05-22,146,3
5394,John Pittman,M,2006-04-28,190,27
5395,Jesus Olsen,M,1997-10-30,100,6
5396,Andrea Hardin,M,2007-11-11,157,21
5397,Joy Valencia,F,2006-03-15,171,48
5398,Joshua Anderson,F,1989-05-30,195,11
5399,Frank Anderson,M,1990-03-30,105,8
5400,Jason Alvarado,F,2001-08-09,137,49
5401,Bianca Oneal,F,1987-11-23,198,44
5402,Ashley Turner,M,1987-01-21,167,34
5403,Alice Phillips,M,1999-04-02,10,20
5404,Jonathan Wilson,F,1994-03-04,127,33
5405,Danielle Murillo,F,1987-07-03,117,36
5406,Sherri Garcia,F,1988-06-20,160,3
5407,Chase Frey,M,1999-10-20,151,5
5408,Jill Morrison,M,1990-01-31,103,33
5409,Nicole Juarez,M,1997-01-02,91,18
5410,Angela Duran,M,2005-11-15,21,47
5411,Crystal Mason,M,2006-08-22,20,39
5412,John Calderon,F,1997-06-14,194,12
5413,Kelly Chan,F,1995-02-07,165,11
5414,Roger Martinez,M,1983-07-30,49,15
5415,Carol Williams,F,1993-05-06,158,37
5416,Daniel Santos,F,2006-05-16,173,10
5417,Zachary Ho,M,1984-02-18,11,18
5418,Christian Watkins,F,1997-06-21,60,18
5419,Ronald Miller,F,2005-11-04,113,48
5420,Christopher Cabrera,M,1996-03-14,76,14
5421,Emily Hernandez DVM,F,2008-02-27,110,37
5422,Brian Smith,M,1986-10-13,103,44
5423,Raymond Thornton,F,1986-08-26,154,32
5424,Tracy Stuart,M,2004-07-23,44,26
5425,Anne Combs,M,1989-08-24,165,27
5426,Jake Bowen,F,1987-10-28,145,46
5427,Craig Stevens,F,1987-11-29,90,1
5428,Joe Johnson,F,1987-04-03,200,23
5429,Rachel Dougherty,M,1996-12-19,59,44
5430,Christina Sullivan,F,1988-12-10,91,33
5431,Jonathan Bailey,F,1999-11-04,171,35
5432,Eric Gordon,M,1990-12-05,30,20
5433,Adam Drake,M,2001-05-10,58,34
5434,Helen Scott,M,1996-08-23,4,34
5435,Brian Diaz,F,2002-03-08,195,39
5436,Connie Larson,F,1995-03-25,20,16
5437,Alexandra Stewart,F,2006-02-25,18,44
5438,Frederick Daniel,M,1993-06-16,127,45
5439,Michael Oliver,F,1995-11-29,81,16
5440,Melanie Cameron,F,1988-06-11,139,9
5441,Morgan Li,F,2009-05-06,42,25
5442,Diana Rose,F,2001-12-11,32,48
5443,Laura Lopez,F,1984-04-19,160,33
5444,Tammy Roman,M,1993-08-06,22,2
5445,Mia Martinez,M,1992-02-18,171,14
5446,Benjamin Mccarthy,F,1998-04-01,2,43
5447,Shannon Johnson,F,1991-05-23,122,35
5448,Charles Wilson,M,1997-07-16,116,25
5449,Jeffrey Brown,M,1999-08-23,82,30
5450,Michael Murray,F,1995-12-05,110,11
5451,Hayden Collins,F,2008-07-27,122,8
5452,Erika Rhodes,M,2006-04-19,187,34
5453,Kevin Jones,M,1992-07-06,188,17
5454,Susan Monroe,F,1992-08-25,69,6
5455,Steven Beck,F,1988-11-16,45,38
5456,Deborah Butler,M,1992-07-25,87,38
5457,Elizabeth Anderson,F,2004-12-29,53,21
5458,Jeffery Shelton,M,2006-07-24,160,14
5459,Cynthia Weiss,M,2001-04-24,53,14
5460,Natalie Harris,M,2002-08-12,77,17
5461,Michael Davis DVM,M,1990-04-07,188,2
5462,Lauren Jackson,F,2007-11-27,73,3
5463,Melissa Lee,M,1992-04-03,176,37
5464,Patricia Brown,F,2006-06-23,25,11
5465,Anne Green,F,1998-07-28,105,46
5466,Debra Holmes,F,2003-07-20,154,6
5467,Adrian Garcia,M,1994-08-10,38,38
5468,Amber Holland,M,1985-07-21,81,9
5469,Kent Lewis,M,2006-02-19,171,5
5470,Erin Mejia,M,2007-01-11,32,23
5471,Kevin Massey,M,1998-06-21,142,38
5472,Glen Scott,M,1986-03-07,6,1
5473,Katherine Brennan,M,1997-02-28,60,16
5474,Shannon Holmes,M,1988-08-29,3,47
5475,April Cook,F,1997-04-13,90,7
5476,Amanda Wilson,F,1991-06-25,66,4
5477,Timothy Moore,M,1995-09-01,87,41
5478,Dr. Lisa Taylor,F,1992-02-12,134,7
5479,Erin Patterson,M,2007-12-30,119,40
5480,Andrea Mcgrath,M,1999-07-18,131,48
5481,Sarah Lee,F,1992-08-26,58,34
5482,Timothy Burnett,F,1993-07-19,112,1
5483,Matthew Reed,M,2009-06-12,90,23
5484,Ryan Lambert,F,1990-05-07,192,46
5485,Eric Hayes,F,2004-06-23,29,3
5486,Juan Khan,F,1992-02-12,142,13
5487,Ryan Bentley,F,1991-06-25,82,13
5488,Gerald Johnson Jr.,M,1989-08-02,151,1
5489,Nathan Mcdaniel,F,1996-02-02,125,10
5490,James Mcintyre,F,2001-04-08,27,23
5491,Denise Johnson,M,1996-04-10,147,17
5492,Kelly Clark,F,1990-04-17,160,29
5493,Deborah Davis,M,2002-04-19,28,9
5494,Brandi Williams,F,1998-02-04,122,30
5495,Wayne Gamble,F,1990-12-20,109,46
5496,Steven Rocha,M,1983-08-08,42,15
5497,Joseph Nunez,M,1990-08-16,113,49
5498,Martin Spence,F,1986-03-04,157,49
5499,Susan Reyes,F,1999-12-18,136,38
5500,Tamara Williams,F,1993-05-26,63,38
5501,Derrick Huff,F,1995-08-25,148,39
5502,Thomas Graham,M,1994-01-01,136,23
5503,Jennifer Howard,F,1984-12-20,113,48
5504,Katherine Jones,F,1983-08-24,194,5
5505,Lance Stevenson,F,2000-03-04,108,45
5506,Clinton Barton,F,2001-06-03,169,7
5507,Dana Floyd,F,2001-05-13,143,10
5508,Allen Ryan,M,1992-02-24,130,47
5509,John Herrera,M,1996-01-17,75,3
5510,Angela Dawson,M,1991-10-04,3,5
5511,Frank Aguilar,M,1992-09-18,34,42
5512,Justin West,F,2009-06-26,91,6
5513,Michelle Boyd,F,1984-11-02,155,31
5514,Marcus Allen,M,1996-08-10,131,7
5515,Brandon Blackwell,F,2003-10-04,164,47
5516,Jennifer Davenport,F,1994-09-10,125,2
5517,Sean Harris,M,1985-12-31,15,23
5518,Raymond Ochoa,F,2008-10-25,63,2
5519,Chad Simmons,M,1992-02-01,145,4
5520,Jennifer Weber,M,1986-04-14,13,49
5521,Charlotte Weeks,F,1986-07-12,150,44
5522,Victoria Miller,F,2002-12-01,50,23
5523,Joshua Lucas,F,2001-08-08,30,45
5524,Kimberly Shaw,M,1994-09-07,80,26
5525,Tommy Grant,M,2002-07-02,145,46
5526,Andrea Barron,F,1992-06-08,59,36
5527,Betty Garcia,M,1987-02-05,194,12
5528,Lori Thompson,F,1985-04-12,93,35
5529,Michele Horton,M,2001-11-10,164,24
5530,Sara Duran,M,1983-10-04,80,17
5531,Randy Leonard,F,2008-05-25,13,36
5532,Jodi Hernandez,M,2008-11-18,197,25
5533,Phyllis Cortez,F,1988-08-18,10,43
5534,Erin Simon,M,1993-10-16,99,20
5535,Anthony Jackson,M,1988-01-20,194,18
5536,Christina Garcia,F,2007-12-09,141,47
5537,Stephanie Smith,F,1994-11-22,7,23
5538,Curtis Wong,F,1995-01-06,195,48
5539,Madison Mack,F,1997-05-25,200,23
5540,Ronald Espinoza,M,1996-02-05,87,27
5541,Donna Warren,M,1996-10-19,93,42
5542,Frank Stevens,F,1986-02-06,101,16
5543,Carlos Gonzalez,F,1990-11-04,115,35
5544,Robert Barrett,M,1997-03-12,179,40
5545,David Nichols,M,2007-12-26,140,33
5546,Tammy Scott,M,2006-01-31,78,38
5547,Katie Davis,F,1988-03-02,174,45
5548,Logan Sexton,M,1990-09-14,184,30
5549,Robert Kim,M,2001-09-16,129,4
5550,Jordan Wilson,F,2008-05-22,77,9
5551,Lisa Bryant,F,1986-05-30,157,4
5552,Christopher Peterson,M,2008-12-02,114,9
5553,Gerald Bell,F,2003-10-21,82,31
5554,Lindsay Hodges,F,2000-08-29,91,22
5555,James Lee,M,2005-01-27,24,22
5556,David Alvarez,F,2004-02-22,91,28
5557,Thomas Myers MD,M,1996-04-04,61,12
5558,Christy Robinson,M,2008-04-14,57,21
5559,Erica Reeves,F,1985-09-09,158,30
5560,Kenneth Cherry,F,1998-01-21,177,19
5561,Michelle Christian,M,1991-12-04,111,18
5562,Jamie Bell,M,2008-10-05,141,38
5563,Brett Pineda,F,2002-12-23,115,32
5564,Aaron Schwartz,M,1986-12-02,69,19
5565,Michael Wheeler,F,2005-02-27,174,27
5566,Melissa Anderson,M,1986-07-19,162,31
5567,Dave Sosa,M,2003-12-17,189,25
5568,Diana Ramirez,F,1995-05-12,141,47
5569,Robert Johnson,M,1996-01-04,44,26
5570,Tony English,F,1996-04-13,59,1
5571,Donald Hall,M,2002-11-01,126,20
5572,Catherine Williams,F,2000-02-29,40,39
5573,Megan Payne,M,2002-02-07,10,10
5574,Jeffrey Bernard,M,1996-03-02,178,6
5575,Trevor Lynch,M,1987-11-16,100,8
5576,Ronald Liu,F,1996-04-17,94,46
5577,Cynthia Jones,F,1992-12-03,68,18
5578,Bradley Campbell,F,2003-10-23,68,41
5579,Katherine Thompson,M,1987-07-20,64,41
5580,Pam Smith,F,2006-09-30,163,36
5581,Dawn Stafford,M,2001-10-04,100,7
5582,Justin Jimenez,M,2003-11-09,173,45
5583,Valerie Doyle,F,2003-09-05,141,39
5584,David Lawson,M,2005-07-05,81,13
5585,Mark Hess,M,1988-10-14,124,32
5586,Alexa Rogers,M,2005-12-04,111,37
5587,Laura Rhodes,M,1985-06-19,18,14
5588,Erik Johnson,F,2000-02-10,82,34
5589,Ruben Smith,M,2004-02-22,119,47
5590,Tracy Wade,F,2001-03-11,176,41
5591,Tyler Thomas,M,1996-06-16,71,16
5592,Mrs. Gina Hudson,M,2006-04-17,189,41
5593,Alexandra Gray,M,1985-09-05,89,43
5594,Amy Wilson,F,1985-06-27,83,41
5595,Matthew Ramirez,M,1989-08-15,172,28
5596,Lindsay Morrison,M,1999-12-09,79,50
5597,Timothy Brown,M,2004-07-13,175,5
5598,James Hensley,M,2004-09-28,65,25
5599,Eric Oliver,F,1991-10-27,83,12
5600,Mary Price MD,M,2005-06-24,40,29
5601,Brianna Miller,F,2001-08-18,51,18
5602,Jordan Smith,M,1999-07-10,172,3
5603,Jerry Moses,F,1991-01-07,42,20
5604,Karen Graham,F,1985-12-23,187,22
5605,Walter Bryant,F,2008-03-15,77,38
5606,Evan Cummings,M,2005-08-23,94,13
5607,Courtney Atkins,F,1989-08-05,138,36
5608,Donna Edwards,F,1985-11-21,21,5
5609,Katie Johnston,F,1988-03-02,197,18
5610,Mr. Perry Richardson,M,1987-04-01,193,3
5611,Anthony Miller,F,2000-06-02,87,9
5612,Jamie Richard,F,1995-05-22,96,45
5613,Jeffery King,F,2007-11-16,126,3
5614,David Vargas,F,1996-09-10,112,7
5615,Jeremy Miller,M,1990-05-16,33,42
5616,William Powell,M,1997-12-09,66,20
5617,Sheila Gray,F,2002-07-16,69,13
5618,Stephen Pena,M,2006-12-22,176,46
5619,John Parker,F,2007-03-29,68,8
5620,Samantha Smith,F,2005-02-03,121,40
5621,Randall Obrien,F,1999-02-20,44,1
5622,Barbara Morris,F,1993-02-06,27,44
5623,Shannon Davis,F,1989-01-27,72,44
5624,Paula Howard,F,1985-07-17,77,7
5625,Dawn Ayala,F,1999-04-20,167,44
5626,Deborah Anderson,F,1994-12-21,58,8
5627,Nicole Jones,M,1989-04-27,159,45
5628,Brianna Spencer,M,2006-08-21,170,39
5629,Barbara Moyer,F,2004-01-26,57,4
5630,Dr. Scott Weeks,F,1989-03-09,187,14
5631,Melissa Weber,M,1987-12-13,184,12
5632,Adam Tucker,M,2005-10-06,88,18
5633,Cynthia Lopez,F,1994-09-13,148,47
5634,Theodore Garrett,M,2005-07-17,173,28
5635,Kenneth Williams,F,1989-05-19,44,23
5636,Alejandra Perkins,F,2008-09-28,104,3
5637,Brian Jenkins,M,1992-08-04,184,2
5638,Nicholas Martinez,M,2001-03-31,107,24
5639,Michaela King,F,1998-05-03,181,18
5640,Connie Moore,M,2007-03-24,2,30
5641,Richard Villa,F,1989-11-21,37,11
5642,Veronica Ibarra,M,2000-05-11,184,11
5643,Peter Holland,M,2004-08-24,10,1
5644,Kristin Velazquez,M,1990-02-27,76,11
5645,Tina Perry,M,2004-10-07,111,18
5646,Christopher Pugh,F,1996-03-10,28,42
5647,Scott Whitehead,F,1993-07-09,194,49
5648,Timothy Davis,M,2000-03-26,158,27
5649,Wendy Johnson,M,2007-02-14,137,34
5650,Joshua Mclaughlin,M,1988-12-24,96,28
5651,Scott Harris,F,1986-06-26,36,30
5652,Linda Duran,F,2002-12-26,26,11
5653,Jeanette Kelly,F,2004-02-10,8,32
5654,Mr. Aaron Davis,F,1999-09-27,166,10
5655,Mrs. Jessica Pierce,M,1992-08-25,193,20
5656,Diane Adams MD,M,1986-06-05,37,45
5657,Sherri Fletcher,M,1983-12-22,194,18
5658,Jesse Harris,M,1988-02-02,53,21
5659,Breanna Garcia,F,1984-04-02,26,27
5660,Ruben Robinson,F,1983-09-25,104,30
5661,David Oconnor,F,1996-09-24,156,43
5662,Catherine Stein,M,1984-11-20,44,3
5663,Samantha Braun,F,1994-12-05,131,15
5664,Stacy Gonzalez,M,1987-11-05,133,48
5665,Melissa Leblanc,F,2007-03-10,52,29
5666,Lauren Vega,M,2002-10-18,79,20
5667,Claudia Thompson,F,1985-06-02,59,40
5668,Mr. Jordan Anderson,F,2002-10-07,58,26
5669,Paul Carpenter,F,1986-04-04,125,31
5670,Nathan Humphrey,M,1990-12-01,174,47
5671,Joshua Ellis,F,1985-01-02,171,42
5672,Jennifer Blanchard,F,1984-03-10,181,44
5673,Kristen Rodriguez,M,1992-11-17,134,39
5674,Jacqueline Mccarthy,F,2000-04-07,25,11
5675,Sean Diaz,M,1990-03-22,95,27
5676,Michael Duncan,F,1992-04-02,48,18
5677,Jacob Butler,F,1996-07-03,25,46
5678,Olivia Pitts,F,2003-06-17,83,3
5679,Michelle Glass,F,1988-12-30,128,40
5680,Ethan Klein,M,2000-06-17,116,2
5681,Jasmine Thompson,M,1998-04-03,116,20
5682,Frances Long,F,2002-11-27,20,29
5683,Robin Johnson,M,2007-12-21,64,44
5684,Colin Anderson,M,1991-05-02,134,4
5685,Thomas Berry,F,1988-11-13,189,19
5686,Amanda Berry,M,1997-06-10,66,47
5687,Cody Patton,M,1984-07-12,5,37
5688,Cynthia Berry,F,2003-09-21,124,40
5689,Nicole Lin,F,1996-07-22,74,18
5690,Catherine Hamilton,M,1983-12-24,103,36
5691,Cynthia Bates,F,2004-12-15,29,39
5692,Brianna Perry,M,1987-04-26,185,16
5693,Julie Mcdonald,M,1985-09-16,89,15
5694,Lisa Schmidt,M,2008-02-02,112,42
5695,Melissa Kennedy,M,1996-03-27,141,9
5696,Wanda Johnson,M,1987-11-06,140,42
5697,Cynthia Williams,M,1998-05-28,60,12
5698,Kimberly Warner,F,1991-08-27,27,28
5699,Thomas Stevens,F,1991-12-15,15,42
5700,Christopher Bullock,F,1999-06-07,182,48
5701,Brandon Williams,M,1985-12-14,8,45
5702,David Williams,F,1995-08-01,104,6
5703,Marissa Carter,F,1986-01-07,61,20
5704,Christine Allison,M,2008-01-14,61,33
5705,Kelly Pratt,F,1992-12-27,41,46
5706,Laura Marshall,F,2005-05-04,63,28
5707,Laura Ward,F,1997-07-02,80,25
5708,Jessica Hansen,M,2007-01-05,196,47
5709,Steven Parsons,M,1986-02-06,48,24
5710,Jessica Strong,F,1995-04-07,184,27
5711,Joseph Cooper,M,2003-02-18,25,16
5712,Roger Mcdaniel,M,1987-12-20,124,31
5713,Ashley Smith,M,1995-03-16,186,13
5714,Joshua Duncan,M,1987-07-13,104,33
5715,Mark Ferguson,F,2006-10-16,180,33
5716,James Russell,F,1997-03-26,138,42
5717,Anthony Robinson,F,1983-11-22,68,50
5718,Dakota Smith,M,1991-12-17,113,26
5719,Andrew Hurst,M,1986-09-25,173,40
5720,Kelly Adams,F,1986-10-17,152,25
5721,Brenda Sanders,M,1984-03-29,53,7
5722,Brandon Morrow,M,2005-10-03,117,38
5723,David Carter,F,2006-08-02,72,48
5724,Kevin Hardy,F,1989-03-04,169,9
5725,Paul Mathis,F,1983-07-12,187,34
5726,Kenneth Russell,F,2001-08-13,35,6
5727,John Medina,M,1996-03-29,17,48
5728,Mary Long,F,1984-10-19,152,12
5729,Rhonda Rodriguez,F,2005-05-03,3,31
5730,Michael Roberts,F,1990-01-31,64,22
5731,Robert Jacobs,F,2004-06-16,117,33
5732,John Maldonado,F,1994-01-28,31,26
5733,Johnny Johnson,F,1996-03-19,142,16
5734,Kathryn Bailey,F,2008-05-18,56,16
5735,Lisa Hughes,M,1999-09-08,146,36
5736,Tiffany Harris,M,2005-12-17,73,7
5737,Lauren Quinn,F,1985-03-14,18,12
5738,Eric Rogers,F,2003-02-21,81,13
5739,Katrina Clayton,F,1995-10-19,131,3
5740,Linda Huber,M,2003-01-13,4,5
5741,James Mack,F,1993-02-23,179,18
5742,Sean Perez,F,1992-06-05,44,2
5743,Denise Duran,M,2005-05-16,153,19
5744,Joshua Smith MD,M,2007-04-15,186,18
5745,Lee Houston,F,1996-03-13,133,42
5746,Anna Patton,F,1998-12-05,106,20
5747,Alex Shepherd,M,1996-05-15,99,14
5748,Joseph Bell,F,2002-02-11,163,9
5749,Diana Williams,M,1994-03-13,72,37
5750,Luis Kennedy,F,1987-10-01,143,7
5751,Stephanie Ayers,F,2002-11-09,92,18
5752,James Smith,M,2006-06-22,88,26
5753,Daniel Ford,F,1988-08-31,45,40
5754,John Norman,F,1983-10-21,188,26
5755,Neil Mcmillan,F,1995-07-09,60,5
5756,Robert Whitney,M,1996-07-30,150,41
5757,Levi Woods,M,2001-02-18,113,38
5758,Robert Lowe,F,2007-09-21,49,49
5759,Jacob Adams,F,1988-05-16,31,39
5760,Christine Holmes,M,1989-12-13,118,24
5761,Paul Melendez,M,2002-01-26,158,6
5762,Ian Watkins,M,1983-12-05,35,27
5763,John Garcia,M,1990-09-27,44,28
5764,Rodney Rodriguez,M,2007-12-13,152,50
5765,Yvette Shaw,F,1990-02-27,199,30
5766,Brandon Clark,M,2000-07-17,116,35
5767,Nicholas Martin,F,2002-12-17,146,50
5768,Daniel Silva,M,2008-04-01,93,28
5769,Matthew Mcguire,M,1991-07-07,160,34
5770,Jennifer Davila,F,1995-05-24,122,20
5771,Tracy Clark,M,2006-05-16,191,48
5772,Tiffany Lyons,M,1999-09-14,156,10
5773,Katherine Salinas,M,1995-11-04,86,45
5774,Riley Lucero,F,2000-06-26,171,50
5775,Theresa Marquez,F,1990-07-27,156,32
5776,Andrew Fuentes,M,1984-10-01,91,24
5777,Erika Watson,M,1998-08-02,113,30
5778,Megan Patel,M,1988-07-22,33,49
5779,Rachel Oliver,M,1985-04-17,42,12
5780,Larry Bush,M,2001-04-14,137,47
5781,Daniel Macias,F,2009-07-01,48,46
5782,Tiffany Bell,F,1983-10-27,190,17
5783,Sara Olson,M,1995-01-11,21,43
5784,Alicia Stewart,F,1994-09-23,38,6
5785,Ashley Chen,M,1992-08-31,90,48
5786,Blake Carter,F,1992-05-27,182,21
5787,Ashley Kaufman,F,1991-07-03,177,31
5788,Christina Stewart,F,1992-08-24,172,29
5789,Dalton Hardy,F,1995-04-12,167,34
5790,Jennifer Robertson,M,2004-01-26,146,38
5791,Elizabeth Rodriguez,M,1993-08-27,45,14
5792,Julia Greene,M,2001-07-17,130,48
5793,Taylor Smith,M,1987-04-01,66,13
5794,Alexandra Horne,M,1996-04-01,130,5
5795,Elizabeth Reyes,M,2001-09-03,177,18
5796,Elizabeth Mcconnell,F,2008-07-21,135,11
5797,Taylor Wade,F,1996-04-09,190,18
5798,Steven Jones,M,1997-02-18,57,17
5799,Robin Norman,M,1985-10-14,137,35
5800,Tracy Arnold,M,1992-01-18,42,24
5801,Karen Sanchez,F,1985-04-18,172,29
5802,Gerald Wood,M,1985-06-08,2,28
5803,John Smith,M,1994-06-26,64,10
5804,Yolanda Dixon,F,1991-12-06,102,14
5805,Nicole Lopez,M,2006-04-14,103,42
5806,Donna Hanna,M,1992-04-15,18,40
5807,Jesse Cardenas,M,1993-03-23,114,33
5808,Samantha West,M,2007-03-15,163,14
5809,Jason Strickland,F,2008-04-18,30,33
5810,Brandy Clark,M,1983-07-12,164,19
5811,Suzanne Parker,F,2009-04-30,134,31
5812,Alan Diaz,M,1993-03-02,157,27
5813,Cynthia Anderson,M,1991-08-29,19,11
5814,Brenda Fields,F,1998-04-01,34,12
5815,Jason Dunn,F,1985-02-13,13,50
5816,Christopher Williams,M,1997-03-16,95,44
5817,Monica Houston,M,1998-10-14,115,22
5818,Mr. Timothy Lowe,M,1995-09-08,155,31
5819,Lori Graham,F,1997-03-26,71,34
5820,Dr. Kimberly Bean,F,2002-08-20,183,33
5821,Nancy Mcdonald,F,2009-04-07,173,20
5822,Theresa Henderson,F,1996-11-03,60,11
